1001,399,1007,321,1022,494,25,52,45
476,15,499,52,463,49,206,150,93
954,620,979,592,1005,654,20,51,39
954,620,925,667,916,595,91,109,76
979,592,1004,558,1005,654,14,39,31
910,577,961,550,916,595,63,74,25
961,550,910,577,931,522,52,83,66
907,518,910,577,858,527,51,83,68
910,577,907,518,931,522,40,70,65
457,578,462,582,461,630,161,155,124
462,582,457,578,478,555,154,163,151
1021,842,1022,817,1023,1023,56,89,84
1003,918,1010,977,980,974,88,102,120
924,966,1003,918,980,974,124,136,152
1003,918,924,966,968,868,133,143,158
947,997,966,991,1023,1023,112,125,143
966,991,1010,977,1023,1023,99,110,127
1010,977,966,991,980,974,89,101,118
966,991,924,966,980,974,120,131,148
924,966,966,991,947,997,118,130,147
993,798,1014,763,1022,817,49,93,91
980,817,993,798,1022,817,60,99,100
993,798,980,817,958,779,72,96,105
459,976,478,981,453,984,141,121,133
980,817,941,825,958,779,85,116,126
924,966,888,888,968,868,125,139,157
476,927,457,939,448,906,123,135,137
493,875,476,927,448,906,89,102,102
691,1011,722,1017,603,1020,21,63,42
722,1017,691,1011,693,966,37,83,63
981,690,970,666,1005,654,17,40,33
992,709,981,690,1005,654,42,63,57
933,763,969,774,958,779,50,88,77
969,774,993,798,958,779,69,87,103
993,798,969,774,1014,763,63,92,102
51,286,10,323,1,318,56,47,42
17,325,10,323,51,286,56,46,40
10,323,5,357,1,318,54,53,46
10,323,17,325,5,357,58,56,48
5,217,35,256,1,318,49,41,36
81,319,74,336,53,332,36,29,21
74,336,81,319,126,344,36,31,20
82,363,74,336,126,344,38,31,23
96,379,88,367,126,344,47,40,37
88,367,82,363,126,344,46,38,32
82,363,88,367,96,379,63,55,54
8,407,31,485,0,527,11,29,21
52,457,47,451,69,457,31,54,46
47,451,49,424,69,457,36,62,53
49,424,52,411,69,457,44,65,59
52,411,49,424,31,402,72,68,67
49,424,8,407,31,402,42,47,42
49,424,47,451,8,407,59,69,66
141,422,143,455,125,423,96,98,100
